3.831691221604209385e+00,-3.242256461157930314e+00
5.894348621368408203e-01,-2.242256402969360352e+00
-1.652821540832519531e+00,-1.242256402969360352e+00
-2.895077943801879883e+00,-2.758973240852355957e-01
-3.170975267887115479e+00,3.464156389236450195e-01
-2.824559569358825684e+00,6.632109582424163818e-01
-2.161348700523376465e+00,7.479312866926193237e-01
-1.413417518138885498e+00,6.718325614929199219e-01
-7.415850162506103516e-01,5.236180424690246582e-01
-2.179669737815856934e-01,3.473211526870727539e-01
