-8.635244987588954757e-01,2.449922482809113067e+00
1.586398065090179443e+00,1.451725900173187256e+00
3.038124084472656250e+00,4.531951546669006348e-01
3.491319239139556885e+00,-2.882738709449768066e-01
3.203045308589935303e+00,-6.851015090942382812e-01
2.517943859100341797e+00,-8.131541162729263306e-01
1.704789757728576660e+00,-7.558328509330749512e-01
9.489569067955017090e-01,-5.988653600215911865e-01
3.500915169715881348e-01,-4.219492077827453613e-01
-7.185769081115722656e-02,-2.391499578952789307e-01
