-3.723274748929135125e-01,1.240491894237230719e+00,9.624652745115305219e-01,-4.871569893012854258e-01
-2.803602188825607411e-01,4.490978453308345220e-01,2.246764454990625159e-01,5.149041116237640381e-02
-1.939704507589339877e-01,2.190323218703270070e-01,7.264818400144577859e-02,-2.096682786941528320e-03
-1.318700358271598649e-01,1.217694647610187142e-01,3.385779038071632524e-02,-6.170947849750518799e-02
-8.998853638768194996e-02,6.489450372755528607e-02,1.935586817562580386e-02,-7.986086048185825348e-02
-6.211651116609574058e-02,2.809767946600914140e-02,1.138293668627738883e-02,-7.524676341563463211e-02
-4.366128649562596442e-02,3.257286455482240328e-03,6.238803546875715950e-03,-6.299017043784260750e-02
-3.146742458920925856e-02,-1.373317197430878878e-02,2.741420012898743326e-03,-5.020632757805287838e-02
-2.341737980023026258e-02,-2.535456584300845723e-02,3.340255701914430532e-04,-3.946616442408412695e-02
-1.810411605983972688e-02,-3.326469145540614236e-02,-1.319886444252916071e-03,-3.127475957444403321e-02
