-2.025609407624758274e-01,-1.092538906679600297e+00,-6.708880361751666799e-01,3.388456283716622108e-01
-5.457452982664107166e-02,2.193668112158775330e-01,-1.752867445349693409e-01,-2.673016563057899475e-01
-5.210066847503184995e-02,-5.632057562470435541e-02,5.832573771476744218e-03,-2.485814597457647324e-01
-3.125569969415663979e-02,1.436970480717718671e-02,-4.829621827229858486e-03,-1.474247749429196119e-01
-2.206081980839371542e-02,-1.284808292984962810e-03,1.036749966442585035e-03,-9.175504697486758232e-02
-1.480863239848986129e-02,1.388095656875520771e-03,-2.522604772821070187e-05,-5.638955824542790651e-02
-1.012816805159673025e-02,8.715315379959065467e-05,1.148948551417561411e-04,-3.561170877037511673e-02
-6.913929244910832148e-03,-2.573699232016227016e-04,-2.448378145345486565e-05,-2.281249062434653752e-02
-4.743387192138470015e-03,-6.375669539920637320e-04,-1.154659412350156344e-04,-1.487545215513819130e-02
-3.266564448131247834e-03,-8.561021692003124763e-04,-1.904624441522173584e-04,-9.867152482911478728e-03
