6.027898775356406169e-01,3.776862712646020803e+00,-6.610980789848750483e-01,-2.627848509526042875e-01
1.401260256767272727e-01,-8.699716925621032715e-01,3.169941782951354869e-01,-1.605465114116668701e-01
1.575662434101104958e-01,2.167259886860847806e-01,-5.809083431959152777e-02,1.482868492603302002e-01
9.191263541579246243e-02,-5.013067424297332209e-02,1.550307124853134155e-02,1.238811314105987549e-01
6.516493633389472406e-02,2.062301337718966399e-03,-4.528877139091491526e-03,1.156484186649322510e-01
4.359048425685614625e-02,-7.382829976268111966e-03,-9.910108288750051585e-04,8.814223995432257652e-02
2.964580035768448960e-02,-4.351523355580866337e-03,-1.441089739091694528e-03,6.537085690069943666e-02
2.007213574834167819e-02,-3.659625339787454801e-03,-1.048929512035101696e-03,4.678778426023200154e-02
1.358932487200945581e-02,-2.910672849975526159e-03,-8.495461428537965688e-04,3.290549502708017826e-02
9.184436989016830921e-03,-2.417098078876733606e-03,-6.897926796227693558e-04,2.282263746019452810e-02
