-1.069593032129624088e+00,2.042230298506162001e+00,7.468730102185876518e-01,-9.280564291685111655e-03
-7.406691670417784312e-01,9.845887303352356401e-01,3.011553645133971946e-01,-1.660003075376152992e-01
-5.006444394588470681e-01,5.696085274219513384e-01,1.456669270992279053e-01,-3.027570694684982300e-01
-3.354272723197936901e-01,3.626338943839073070e-01,8.468098491430282870e-02,-3.288673013448715210e-01
-2.242194682359694990e-01,2.383694171905517134e-01,5.460501313209534247e-02,-2.898068092763423920e-01
-1.503190591931342912e-01,1.534044302999973408e-01,3.655484989285469333e-02,-2.297106347978115082e-01
-1.017205834388732744e-01,9.057549983263016302e-02,2.424999028444290577e-02,-1.717374213039875031e-01
-6.973919868469238836e-02,4.581424184143544076e-02,1.527604050934314867e-02,-1.246040072292089462e-01
-4.866972453892230016e-02,1.473566852509974878e-02,8.880655840039254623e-03,-8.953358419239521027e-02
-3.477630428969859938e-02,-6.480876915156842666e-03,4.433763958513737419e-03,-6.466132588684558868e-02
