-4.010596491100021921e-01,-2.905443541960898157e-01,-1.189567323190422465e-01
-6.186649055658507423e-01,-3.688611827012323596e-01,-1.249494460361536552e-01
-4.656671968727505440e-01,-3.137548694950259009e-01,-1.207045531440996827e-01
-3.599249023659942814e-01,-2.758071749530701111e-01,-1.178740039388404548e-01
-5.243374678341350403e-01,-3.475138178867742123e-01,-1.316560401910946698e-01
2.075242809809864641e-01,-7.238214846093664334e-02,-1.028354605820601536e-01
-8.307906489413915407e-01,-4.650224659069314148e-01,-1.454235704691332898e-01
-8.297693015114171455e-01,-4.647506320723842066e-01,-1.454661091563224928e-01
-7.615192914633278631e-01,-4.400200772606715494e-01,-1.434626067325733556e-01
1.093138988529044203e-01,-8.571395535879276772e-02,-8.929163372591022996e-02
7.564448308106784813e-01,1.332920719166262036e-01,-8.172366847493527098e-02
-9.999999992965185047e-01,-6.115973721253733508e-01,-9.024316905693666180e-02
-9.999999992472606847e-01,-6.276184103330521014e-01,-9.260712747452720661e-02
-9.999999990541403871e-01,-6.895043013168239421e-01,-1.015533045256088035e-01
-1.000627274986328086e+00,-6.216990330000847775e-01,-1.557159164140775875e-01
-5.887543293370397501e-01,-3.745496952826734560e-01,-1.362737444876636894e-01
-5.853542031341644192e-01,-3.735665395312861015e-01,-1.363576357306652276e-01
-7.868469148488699272e-01,-2.695831804345966698e-01,-1.162996963491115879e-02
-1.000355711615116050e+00,-9.729836518249430632e-01,-1.914983559858690274e-02
-1.000406211848984706e+00,-9.869279480056375453e-01,-1.795601126725755378e-02
-1.000414449099823688e+00,-9.948952593559179380e-01,-1.756866800439102830e-02
-1.000415704415566376e+00,-9.955728792961429097e-01,-1.751441374658161895e-02
-9.999999998329679451e-01,-4.353030721272272974e-01,-2.158548238300249736e-02
5.167394447326544293e-01,2.202620289273500009e-01,3.953858752932851855e-02
9.999999990110490788e-01,6.972684949209008165e-01,1.437446259125720327e-01
9.999999990105209458e-01,6.974178942424877903e-01,1.437579232821626363e-01
9.999999986778507211e-01,7.879687616942987471e-01,1.593773798587320434e-01
9.999999986775186533e-01,7.882660866535713406e-01,1.593831726501872270e-01
-4.611118599599773882e-01,-8.873206484538090355e-02,4.429632609295196255e-02
-4.004578789571034414e-01,-4.408542674721539073e-02,6.280763788731667796e-02
-4.937712355365208583e-01,-5.417896402646357051e-02,7.757600395101231505e-02
-9.454635012644019287e-01,-2.893212242231093523e-01,1.157141545997448194e-02
-9.678027982377669369e-01,-2.948270833600669105e-01,1.285028126455826404e-02
