4.580678866132381621e-01,9.264464901932175644e-01,-9.753961911801232176e-01,4.953502597466186708e-01
2.507249206304550393e-01,-2.400436103343963623e-01,-3.009736537933349609e-03,-1.098902523517608643e-02
1.888308614492416326e-01,6.147859096527100164e-02,-2.588317990303039620e-02,1.183630749583244324e-01
1.246010995469987448e-01,-1.074866922572255065e-02,2.698796708136797298e-03,1.406553816050291061e-01
8.581725209951399092e-02,4.952350538223983939e-03,-1.633250433951616331e-03,1.339776380918920040e-01
5.825598668307065131e-02,6.894384743645776831e-04,-2.940340666100384323e-04,1.090808206936344504e-01
3.977175281033851206e-02,1.408386102411897725e-03,-4.442168166860938506e-04,8.352138628833927214e-02
2.712279515108093411e-02,1.079418015433476069e-03,-2.639587561134249189e-04,6.142446296871639788e-02
1.852927436120808263e-02,1.099401660030707457e-03,-1.900991948787123399e-04,4.414165040361694992e-02
1.267574271187186206e-02,1.081415060616564353e-03,-1.167124326457269463e-04,3.124041228875285015e-02
