-3.477189945678131444e+00,-5.574353683185193642e-01
-4.034625411033630371e+00,3.197683095932006836e-01
-3.714857220649719238e+00,7.912203371524810791e-01
-2.923636794090270996e+00,9.464066922664642334e-01
-1.977230191230773926e+00,8.871987499296665192e-01
-1.090031445026397705e+00,7.090883404016494751e-01
-3.809430599212646484e-01,4.871226698160171509e-01
1.061795949935913086e-01,2.722161561250686646e-01
3.783957362174987793e-01,1.042679399251937866e-01
4.826636761426925659e-01,-1.435524225234985352e-02
