2.942377228457984550e+00,-1.361046039943133668e+00,2.922842419792898161e-01
1.581331188514850883e+00,-1.068761797963843740e+00,3.470915791445374210e-01
5.125693905510071424e-01,-7.216702188193062639e-01,3.239037017832646637e-01
-2.091008282682991215e-01,-3.977665170360416003e-01,2.578064319015581640e-01
-6.068673453043407218e-01,-1.399600851344834362e-01,1.767126004459265987e-01
-7.468274304388241580e-01,3.675251531144316242e-02,9.972965272420357408e-02
-7.100749151273809678e-01,1.364821680356467226e-01,3.761899808721096833e-02
-5.735927470917342452e-01,1.741011661228576979e-01,-5.583449672933572458e-03
-3.994915809688765473e-01,1.685177164499241376e-01,-3.051378712242337407e-02
-2.309738645189524098e-01,1.380039293275007739e-01,-4.049892678368978427e-02
