-2.990782557289795474e+00,-4.161878366007751295e-01
-3.406970322132110596e+00,3.028540015220642090e-01
-3.104116261005401611e+00,6.806553006172180176e-01
-2.423460900783538818e+00,7.976920455694198608e-01
-1.625768899917602539e+00,7.389076948165893555e-01
-8.868612051010131836e-01,5.842825472354888916e-01
-3.025786876678466797e-01,4.047721326351165771e-01
1.021934449672698975e-01,2.263007164001464844e-01
3.284941613674163818e-01,7.836586236953735352e-02
4.068600237369537354e-01,-2.546687424182891846e-02
