4.284314310826419003e+00,-1.955957893906972167e+00
2.328356266021728516e+00,-1.545612782239913940e+00
7.827434539794921875e-01,-1.050492614507675171e+00
-2.677491903305053711e-01,-5.844551324844360352e-01
-8.522043228149414062e-01,-2.115623950958251953e-01
-1.063766717910766602e+00,4.584378004074096680e-02
-1.017922937870025635e+00,1.924808919429779053e-01
-8.254419863224029541e-01,2.490959465503692627e-01
-5.763460099697113037e-01,2.426727712154388428e-01
-3.336732685565948486e-01,1.995610892772674561e-01
