2.109289381026325572e+00,4.786399966886746293e-01
2.587929397821426392e+00,-1.294844448566436768e-01
2.458445042371749878e+00,-4.731946289539337158e-01
1.985250443220138550e+00,-6.024700403213500977e-01
1.382780432701110840e+00,-5.823172628879547119e-01
8.004631996154785156e-01,-4.777050018310546875e-01
3.227581977844238281e-01,-3.377968668937683105e-01
-1.503866910934448242e-02,-1.994034945964813232e-01
-2.144421637058258057e-01,-8.431038260459899902e-02
-2.987525463104248047e-01,-1.785844564437866211e-03
