-4.182056764121477421e+00,2.858919004825159149e+00
-1.323137998580932617e+00,1.924019336700439453e+00
6.008813381195068359e-01,1.056092977523803711e+00
1.656974315643310547e+00,3.717121481895446777e-01
2.028686463832855225e+00,-1.043297648429870605e-01
1.924356758594512939e+00,-3.718333244323730469e-01
1.552523374557495117e+00,-4.717740267515182495e-01
1.080749332904815674e+00,-4.554770886898040771e-01
6.252721846103668213e-01,-3.723440170288085938e-01
2.529281377792358398e-01,-2.690408676862716675e-01
