-4.010596491100021921e-01,-2.905443541960898157e-01,-1.189567323190422465e-01
-9.999999995158328492e-01,-4.664232485815703044e-01,-8.750242187885207135e-02
-9.999999991197676685e-01,-6.693250355560829146e-01,-1.048405667761069804e-01
-1.000455720076372845e+00,-8.650358982988313183e-01,-9.631655900704316764e-02
-1.000000000161850533e+00,-2.693538375839548138e-01,4.643963030012680099e-02
-7.893347202633905768e-01,-1.611640098602579452e-01,6.898477266330584057e-02
-9.751104708282931632e-01,-2.296654245330251864e-01,6.252282732795293174e-02
-9.962013781003941082e-01,-2.519562821244485940e-01,5.122307371428452133e-02
-1.883905945841496121e-01,3.846932987945024529e-02,7.324845576090746602e-02
-2.712265367523427062e-01,1.872473290340389792e-04,6.471558232888090234e-02
-7.145815907434774905e-01,-1.537171916995848930e-01,5.668258188117662744e-02
4.503597905815693095e-03,1.169225217498192221e-01,8.522697227290307320e-02
4.721651943909604965e-01,2.824084714006924735e-01,9.602091524148617663e-02
9.999999988576422361e-01,7.307472405222940059e-01,1.594038931842207685e-01
9.999999986629287685e-01,7.732850841722322954e-01,1.634259114703313920e-01
-1.124697829374979585e-01,-1.072048330086978335e-01,-5.234816179686382215e-02
-7.620156013315977361e-01,-2.677704687444554255e-01,-1.620495635017287286e-02
-9.733789845939000429e-01,-2.722495205872773050e-01,3.088301234332915118e-02
2.623420765793408401e-04,7.709893605015633727e-03,5.628099613357534156e-03
-9.999999996096342603e-01,-5.268306741729468223e-01,-1.536798360013810066e-02
-9.999999997035120547e-01,-5.344328924414933901e-01,-1.717264656265228562e-02
-1.000043373587861328e+00,-6.945714717385587100e-01,-5.913171151955305162e-03
8.081758252592333713e-01,4.221437013789097747e-01,1.191534900930608237e-01
6.266002626352871197e-01,3.108100025433150893e-01,8.021200670638702068e-02
5.675173846718040149e-01,3.084538910139325574e-01,9.254082252556948551e-02
-1.666848989757504507e-01,-1.928084279184367478e-01,-1.026232418676896463e-01
-9.999999989497607711e-01,-7.219865741447396568e-01,-1.236011091083528274e-01
-9.999999988657836125e-01,-7.541560191343689157e-01,-1.271505431771493833e-01
-9.999999988043977162e-01,-7.689722947196591107e-01,-1.290722008744805693e-01
-8.949367822585000409e-01,-3.970810723345379878e-01,-7.999468572752144180e-02
-9.999999993840927859e-01,-5.897702644407207817e-01,-1.016809886682975422e-01
-1.003694947843390528e+00,-5.161191887904121867e-01,-9.055753745919267739e-02
-9.999999993271435628e-01,-6.054482262001488202e-01,-1.012260959862558984e-01
-9.999999991963656187e-01,-6.445889357897736094e-01,-1.045597963144405257e-01
-9.999999990240479031e-01,-6.985507961921374465e-01,-1.108338748007822172e-01
-9.999999988954535457e-01,-7.380628184481075049e-01,-1.296721900698481755e-01
-9.999999988507257687e-01,-7.510407132221016413e-01,-1.316777983164288401e-01
-9.147678059785937510e-01,-4.228593074240000194e-01,-9.430148871412658007e-02
9.999999992468716625e-01,6.311958101395450660e-01,1.162215804399948510e-01
9.999999989640075970e-01,7.139733145703749395e-01,1.332579647374217136e-01
9.999999988807173334e-01,7.393541417846102304e-01,1.383132166653503470e-01
9.999999987486635211e-01,7.799615133326051053e-01,1.420838851689409654e-01
1.001150378661244345e+00,6.591631205748053057e-01,1.612807540684370322e-01
9.999999988586979471e-01,7.274257846973158914e-01,1.567032073598357278e-01
9.871976979772192351e-01,3.495222434964760927e-01,2.281048552420309253e-02
6.506767388989439516e-01,1.135168251510559334e-01,-7.113959215447428208e-02
7.957557349201473951e-01,1.654968153967259215e-01,-6.731537784444491246e-02
-3.199921034218368154e-01,-2.725248326142682975e-01,-1.249606861549733688e-01
-9.969701722564685564e-01,-5.095271083241821319e-01,-1.117189688253632934e-01
-6.642779989350166003e-01,-1.351882450522839396e-01,5.838241295748966553e-02
-1.000000000039214632e+00,-3.370487171262307458e-01,5.873372208377014830e-04
4.708888893869933590e-01,3.847200857561119264e-02,-8.372084905244382702e-02
9.138065035148325022e-01,2.277077563215385569e-01,-4.950440763136003397e-02
5.995733073030332649e-01,8.143426058100680653e-02,-8.265201141902975279e-02
7.097453387148480175e-01,1.129047102012922382e-01,-8.565255659639069152e-02
2.407412892906767576e-01,-4.329661977820609131e-02,-8.927594206184089054e-02
-6.656564172330340368e-01,-3.214220121995597923e-01,-7.874511113080254199e-02
2.589359861897597148e-01,-4.556956744201234866e-02,-9.528579488431335176e-02
4.691670549208191709e-01,4.313557835010949082e-02,-7.986862566233293714e-02
